	DrugBank_ID	DrugBank_Name	Indication	Targets	Proximity	FDR
98	DB01092	Ouabain	For the treatment of atrial fibrillation and flutter and heart failure	ATP1A2, ATP1A3, ATP1A1	-1.1271586174053116	<0.0001
99	DB06155	Rimonabant	For use in conjunction with diet and exercise for patients with a body mass index greater than 30 kg/m<sup>2</sup>, or patients wih a BMI greater than 27 kg/m<sup>2</sup> with associated risk factors, such as type 2 diabetes or dyslipidaemia.	GPR55, CNR1	-1.1059758176038423	<0.0001
100	DB00393	Nimodipine	For use as an adjunct to improve neurologic outcome following subarachnoid hemorrhage (SAH) from ruptured intracranial berry aneurysms by reducing the incidence and severity of ischemic deficits.	CACNA1C, CACNB4, CACNB2, NR3C2, AHR, CACNA1F, CACNB3, CACNA1D, CACNA1S, CACNB1	-1.0909719102583877	<0.0001
101	DB01248	Docetaxel	For the treatment of patients with locally advanced or metastatic breast cancer after failure of prior chemotherapy. Also used as a single agent in the treatment of patients with locally advanced or metastatic non-small cell lung cancer after failure of prior platinum-based chemotherapy. It is also used in combination with prednisone, in the treatment of patients with androgen independent (hormone refractory) metastatic prostate cancer. Furthermore, docetaxel has uses in the treatment of gastric adenocarinoma and head and neck cancer. 	MAP2, NR1I2, MAP4, TUBB1, MAPT, BCL2	-1.0516484827800778	<0.0001
102	DB01229	Paclitaxel	Used in the treatment of Kaposi's sarcoma and cancer of the lung, ovarian, and breast. Abraxane® is specfically indicated for the treatment of metastatic breast cancer and locally advanced or metastatic non-small cell lung cancer.	MAP2, NR1I2, MAP4, TUBB1, MAPT, BCL2	-1.0516484827800778	<0.0001
103	DB00834	Mifepristone	For the medical termination of intrauterine pregnancy through 49 days' pregnancy. Also indicated to control hyperglycemia secondary to hypercortisolism in adult patients with endogenous Cushing's syndrome who have type 2 diabetes mellitus or glucose intolerance and are not candidates for surgery or have had unsuccessful surgery.	KLK3, NR1I2, NR3C1, PGR	-1.0124281321594586	<0.0001
104	DB08175	(2E,4E)-11-METHOXY-3,7,11-TRIMETHYLDODECA-2,4-DIENOIC ACID		RXRB, NCOA2, NR1H3	-1.0108809101783545	<0.0001
105	DB07863	2-chloro-5-nitro-N-phenylbenzamide		NCOA2, PPARG, RXRA	-1.0108809101783545	<0.0001
106	DB00420	Promazine	Used as an adjunct for short term treatment of moderate and severe psychomotor agitation. Also used to treat agitation or restlessness in the elderly.	HTR2A, DRD2, HRH1, CHRM1, ADRA1A, HTR2C	-0.9964237422712419	<0.0001
107	DB04842	Fluspirilene	Used for the treatment of schizophrenia.	HTR2A, DRD2, CACNG1	-0.9758984575808001	<0.0001
108	DB00675	Tamoxifen	Tamoxifen is indicated to treat estrogen receptor positive metastatic breast cancer in adults, as an adjuvant in the treatment of early stage estrogen receptor positive breast cancer in adults, to reduce the risk of invasive breast cancer after surgery and radiation in adult women with ductal carcinoma in situ.[L7802]	AR, SHBG, ESR1, NR1I2, MAPK8, ESR2, EBP, ESRRG, KCNH2, PRKCA	-0.9758255221991696	<0.0001
109	DB07996	5-(2-methylpiperazine-1-sulfonyl)isoquinoline		PKIA, PRKACA	-0.9677266678435518	<0.0001
110	DB02116	Olomoucine		CDK1, MAPK1, CDK2, CDK5	-0.9255008144911572	<0.0001
111	DB01262	Decitabine	Decitabine is indicated for the treatment of patients with myelodysplastic syndromes (MDS) including all French-American-British subtypes (refractory anemia, refractory anemia with ringed sideroblasts, refractory anemia with excess blasts, refractory anemia with excess blasts in transformation, and chronic myelomonocytic leukemia), as well as for MDS scored as belonging to the intermediate-1, intermediate-2, or high-risk group in the International Prognostic Scoring System.[L14962]	DNMT3B, DNMT3A, DNMT1	-0.9182618533360917	<0.0001
112	DB01231	Diphenidol	For use in the prevention and symptomatic treatment of peripheral (labyrinthine) vertigo and associated nausea and vomiting that occur in such conditions as Meniere's disease and surgery of the middle and inner ear. Also for the control of nausea and vomiting associated with postoperative states, malignant neoplasms, labyrinthine disturbances, antineoplastic agent therapy, radiation sickness, and infectious diseases.	CHRM1, CHRM2, CHRM3	-0.9110704423956485	<0.0001
113	DB00280	Disopyramide	For the treatment of documented ventricular arrhythmias, such as sustained ventricular tachycardia, ventricular pre-excitation and cardiac dysrhythmias. It is a Class Ia antiarrhythmic drug.	KCND3, KCNH2, CHRM1, CHRM3, KCND2, ORM2, CHRM2, SCN5A	-0.9095060618462616	<0.0001
114	DB08080	Latrunculin B		MRTFA, ACTA1, SPIRE2	-0.8879445489150998	<0.0001
115	DB05470	VX-702	Investigated for use/treatment in coronary artery disease, inflammatory disorders (unspecified), and rheumatoid arthritis.	IL6, MAPK14, IL1B, TNF	-0.8711888670547083	<0.0001
116	DB06486	Enzastaurin	Investigated for use/treatment in brain cancer, lymphoma (non-hodgkin's), and lung cancer.	CDK15, CHEK2, CHEK1, PRKCB, PIK3R1, AKT1, AURKA, AURKB	-0.8506911022462527	<0.0001
117	DB05294	Vandetanib	Vandetanib is currently approved as an alternative to local therapies for both unresectable and disseminated disease. Because Vandetanib can prolong the Q-T interval, it is contraindicated for use in patients with serious cardiac complications such as congenital long QT syndrome and uncompensated heart failure. 	TEK, RET, PTK6, EGFR, VEGFA	-0.8196629931083739	<0.0001
118	DB04447	1,4-Dithiothreitol		PPIB, GSTZ1, HMGCR, TPI1, ALDH1A1, AXIN1, CAMK2A, MSRA, LGALS1, TRPM7	-0.8192467854709691	<0.0001
119	DB01234	Dexamethasone	Dexamethasone and [ciprofloxacin] otic suspension is indicated for bacterial infections with inflammation in acute otitis media and acute otitis externa.[L10698] Intramuscular and intravenous injections are indicated for a number of endocrine, rheumatic, collagen, dermatologic, allergic, ophthalmic, gastrointestinal, respiratory, hematologic, neoplastic, edematous, and other conditions.[L10701] Oral tablets are indicated for the treatment of multiple myeloma.[L10710] An intravitreal implant is indicated for some forms of macular edema and non-infectious posterior uveitis affecting the posterior of the eye.[L10719] Various ophthalmic formulations are indicated for inflammatory conditions of the eye.[L10704,L10707,L10713,L10716,L10722,L10725]	NR0B1, NR1I2, ANXA1, NOS2, NR3C1	-0.7540364638630117	<0.0001
120	DB14649	Dexamethasone acetate		NR0B1, NR1I2, ANXA1, NOS2, NR3C1	-0.7540364638630117	<0.0001
121	DB13956	Estradiol valerate	"Estradiol valerate is commercially available as an intramuscular injection as the product Delestrogen and is indicated for the treatment of moderate to severe vasomotor symptoms and vulvovaginal atrophy due to menopause, for the treatment of hypoestrogenism due to hypogonadism, castration or primary ovarian failure, and for the treatment of advanced androgen-dependent carcinoma of the prostate (for palliation only). 

Estradiol valerate is also available in combination with [DB09123] as the commercially available product Natazia used for the prevention of pregnancy and for the treatment of heavy menstrual bleeding."	ESR1, MT-ATP6, NR1I2, ESR2, CHRNA4, GPER1, HSD17B2, ESRRG, NCOA2, BECN1	-0.7436499503164746	<0.0001
122	DB07557	3,20-Pregnanedione		RXRA, NCOA1, NR1I3, AKR1D1	-0.7108655387125532	<0.0001
123	DB00875	Flupentixol	"Flupentixol is indicated for maintenance therapy of chronic schizophrenic patients whose main manifestations do not include excitement, agitation or hyperactivity.[L31808]

It is indicated for the management of depression in adult patients who may, or may not, also be showing signs of anxiety.[L31928]

Flupentixol in combination with [melitracen] is indicated to manage symptoms of anxiety, depression, and asthenia in adults.[L31923]"	DRD1, DRD4, HTR2A, DRD2, DRD3, CHRM1, ADRA1A, HTR2C	-0.6774352543727374	<0.0001
124	DB01388	Mibefradil	For the treatment of angina and high blood pressure.	CACNA1C, CACNB4, CACNB2, CACNA1I, CACNA1H, CACNA1F, CACNB3, CACNA1D, CACNA1S, CACNB1, CACNA1G	-0.6734638399509397	<0.0001
125	DB00642	Pemetrexed	Used in combination with cisplatin for the treatment of malignant pleural mesothelioma in adults whose disease is unresectable or who otherwise are not candidates for potentially curative surgery. Also used as a monotherapy for the treatment of locally advanced or metastatic non-small cell lung cancer (NSCLC) after prior chemotherapy	ATIC, DHFR, GART, TYMS	-0.666058551062494	<0.0001
126	DB01622	Thioproperazine	For the treatment of all types of acute and chronic schizophrenia, including those which did not respond to the usual neuroleptics; manic syndromes.	DRD1, ADRA1A, DRD2, ADRA1B	-0.662041290854906	<0.0001
127	DB00433	Prochlorperazine	"Indicated for the symptomatic treatment of severe nausea and vomiting.[label]

Indicated for the management of manifestations of psychotic disorders, such as schizophrenia and generalized non-psychotic anxiety. The use of prochlorperazine for the management of generalized non-psychotic anxiety is typically not a first-line therapy and should be limited to doses of less than 20 mg per day or for shorter than 12 weeks.[label,L6634]

Off-label uses include use in emergency settings for adult and pediatric migraines. The American Headache Society recommends the use of prochlorperazine as the first-line medication in this setting. In pediatric migraines, a non-steroidal anti-inflammatory agent is often used in combination with dopamine antagonist.[L6637]"	HRH1, ADRA2A, ADRA1A, DRD2	-0.662041290854906	<0.0001
128	DB01118	Amiodarone	"The FDA approved indications for amiodarone are recurrent ventricular fibrillation (VF)
and recurrent hemodynamically unstable ventricular tachycardia (VT). The FDA emphasizes that this drug should only be given in these conditions when they are clinically documented and have not responded to normal therapeutic doses of other antiarrhythmic agents, or when other drugs are not tolerated by the patient.[L3561]

Off-label indications include atrial fibrillation and supraventricular tachycardia.[A189666,A189720,A189723,L11286]"	CACNA1C, PPARG, CACNA1I, PPARGC1B, PPARA, ADRB1, KCNH2	-0.5902871604689129	<0.0001
129	DB01254	Dasatinib	For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.	SRC, ABL1, ABL2, EPHA2, HSPA8, FYN, CSK, LYN, EPHB4, MAPK14, STAT5B, NR4A3, LCK, BTK, EPHA5, FRK, BCR, PDGFRB, MAP3K20, KIT, FGR, PPAT, YES1	-0.5899239799141345	<0.0001
130	DB00934	Maprotiline	For treatment of depression, including the depressed phase of bipolar depression, psychotic depression, and involutional melancholia, and may also be helpful in treating certain patients suffering severe depressive neurosis.	HTR7, CHRM4, CHRM5, HTR2A, DRD2, SLC6A2, HRH1, CHRM1, ADRA1A, CHRM3, HTR2C, ADRA2A, CHRM2	-0.5841256110402533	<0.0001
131	DB01088	Iloprost	Used for the treatment of pulmonary arterial hypertension.	PTGER1, PDE4A, PLAT, PTGIR, PTGDR2, PDE4D, PDE4C, PDE4B	-0.5821950784481366	<0.0001
132	DB00975	Dipyridamole	For as an adjunct to coumarin anticoagulants in the prevention of postoperative thromboembolic complications of cardiac valve replacement and also used in prevention of angina.	PDE5A, PDE4A, ADA, PDE10A, RCAN1, ORM1	-0.5805171108133269	<0.0001
133	DB00396	Progesterone	"**Gelatinized capsules**

The gelatinized capsules are indicated for use in the prevention of endometrial hyperplasia in non-hysterectomized postmenopausal women who are receiving conjugated estrogens tablets. They are also indicated for use in secondary amenorrhea [FDA label]. 

**Vaginal gel**

Progesterone gel (8%) is indicated as progesterone supplementation or replacement as part of an Assisted Reproductive Technology (“ART”) treatment for infertile women with progesterone deficiency.  The lower concentration progesterone gel (4%) is used in the treatment of secondary amenorrhea, with the use of the 8% concentration if there is no therapeutic response to the 4% gel [F3898].

**Vaginal insert**

This form is indicated to support embryo implantation and early pregnancy by supplementation of corpus luteal function as part of an Assisted Reproductive Technology (ART) treatment program for infertile women [F3901].

**Injection (intramuscular)**

This drug is indicated in amenorrhea and abnormal uterine bleeding due to hormonal imbalance in the absence of organic pathology, such as submucous fibroids or uterine cancer [F3907]. 

**Tablets, contraceptive**

The tablet form of progesterone in contraceptive formulations is indicated for the prevention of pregnancy [F3904]. "	AR, SHBG, ESR1, OPRK1, NR3C2, CYP17A1, ESR2, PGR, NR3C1, ORM1	-0.5594617926501944	<0.0001
134	DB07995	H-89		HASPIN, PKIA, PRKACA	-0.5519743754547758	<0.0001
135	DB08912	Dabrafenib	"Tafinlar is a kinase inhibitor that was initially indicated as a single agent for the treatment of patients with unresectable or metastatic melanoma with BRAF V600E mutation as detected by an FDA-approved test [FDA label].

Tafinlar in combination with [DB08911] is indicated for the treatment of patients with unresectable or metastatic melanoma with BRAF V600E or V600K mutations as detected by an FDA-approved test. The use in combination is based on the demonstration of durable response rate. Improvement in disease-related symptoms or overall survival has not been demonstrated for Tafinlar in combination with trametinib [FDA label].

In May 2018, Tafinlar (dabrafenib) and Mekinist ([DB08911]) have been approved in combination to treat anaplastic thyroid cancer caused by an abnormal BRAF V600E gene [L2712]."	LIMK1, RAF1, BRAF, NEK11, SIK1	-0.5402122829320924	<0.0001
136	DB01041	Thalidomide	For the acute treatment of the cutaneous manifestations of moderate to severe erythema nodosum leprosum (ENL). Also for use as maintenance therapy for prevention and suppression of the cutaneous manifestations of ENL recurrence.	NFKB1, FGFR2, TNF, CRBN, PTGS2, ORM1	-0.511317132785967	<0.0001
137	DB00863	Ranitidine	"This drug is used alone or with concomitant antacids for the following conditions: short-term treatment of active duodenal ulcer, treating gastric acid hypersecretion due to Zollinger-Ellison syndrome, systemic mastocytosis, and other conditions that may pathologically raise gastric acid levels. It also used in the short term treatment of active benign gastric ulcers and maintenance therapy of gastric ulcers at a reduced dose. In addition to the above, ranitidine can be used for the treatment of GERD symptoms, treatment of erosive esophagitis (endoscopically diagnosed) and the maintenance of gastric or duodenal ulcer healing.[L10818,L10821]










"	HRH2, ACHE	-0.496925934832388	<0.0001
138	DB00564	Carbamazepine	Carbamazepine is indicated for the treatment of epilepsy and pain associated with true trigeminal neuralgia.[L1335] In particular, carbamazepine has shown efficacy in treating mixed seizures, partial seizures with complex symptoms, and generalized tonic-clonic seizures.[A180301,L1335] Carbamazepine is also indicated for the treatment of manic episodes and mixed manic-depressive episodes caused by bipolar I disorder.[L1335] Some off-label, unapproved uses of carbamazepine include the treatment of alcohol withdrawal syndrome and restless leg syndrome.[A180415,A180421]	SCN1A, NR1I2, CHRNA4	-0.49378227531246016	<0.0001
139	DB02546	Vorinostat	For the treatment of cutaneous manifestations in patients with cutaneous T-cell lymphoma who have progressive, persistent or recurrent disease on or following two systemic therapies.	HDAC3, HDAC8, HDAC2, HDAC1, HDAC6	-0.48711414878238257	<0.0001
140	DB00490	Buspirone	Indicated for the management of anxiety disorders or the short-term relief of the symptoms of anxiety.[L4478]	DRD4, DRD2, DRD3, ADRA1A, HTR1A	-0.4737269908193696	<0.0001
141	DB00508	Triflupromazine	Used mainly in the management of psychoses. Also used to control nausea and vomiting.	DRD1, HTR2B, DRD2, CHRM1, CHRM2	-0.4737269908193696	<0.0001
142	DB06616	Bosutinib	Treatment of chronic, accelerated, or blast phase Philadelphia chromosome-positive (Ph+) chronic myelogenous leukemia (CML) with resistance or intolerance to prior therapy in adult patients. 	CAMK2G, MAP3K2, MAP2K2, MAP2K1, SRC, BCR, CDK2, ABL1, LYN, HCK	-0.4505159020115783	<0.0001
143	DB00421	Spironolactone	"Spironolactone is indicated for the treatment of New York Heart Association Class III-IV heart failure, management of edema in cirrhotic adults not responsive to fluid and sodium restrictions, primary hyperaldosteronism short-term preoperatively, primary hyperaldosteronism long-term in patients with aldosterone producing adrenal adenomas that are not candidates for surgery or patients with bilarteral micro/macronodular adrenal hyperplasia, as an add-on therapy in hypertension, and in nephrotic syndrome when treatment of the disease as well as fluid and sodium restriction with other diuretics is inadequate.[Label]

Spironolactone has antiandrogenic activity which leads to many of its off label uses. Spironolactone is used off label in the treatment of hirsutism, female pattern hair loss, and adult acne vulgaris.[A178135]

Spironolactone is also frequently used for its antiandrogenic effects in transgender female patients due to its low cost and reducing male-pattern hair growth.[A178138]"	AR, SHBG, NR3C2, NR1I2, CYP17A1, SRD5A1, PGR, CACNG1, CYP11B2, NR3C1	-0.4293091749671399	<0.0001
144	DB06195	Seliciclib	Investigated for use/treatment in breast cancer, lung cancer, lymphoma (unspecified), multiple myeloma, leukemia (lymphoid), and cancer/tumors (unspecified).	CDK7, MAPK3, CDK9, CSNK1E, CDK2, CDK1, MAPK1	-0.4090589471423287	<0.0001
145	DB00247	Methysergide	For the treatment of vascular headache	HTR7, HTR2A, HTR2B, HTR2C, HTR1A, HTR1F, HTR1B, HTR1E	-0.4017072209617274	<0.0001
146	DB00604	Cisapride	For the symptomatic treatment of adult patients with nocturnal heartburn due to gastroesophageal reflux disease.	HTR2A, KCNH2, HTR3A, HTR4	-0.40020059422784526	<0.0001
147	DB12695	Phenethyl Isothiocyanate		DIABLO, VCP, NUDC, CYB5B, RANBP1, VIM, SF3A3, TUBB1, TUBB2A, HSPH1, ATP5ME, YWHAZ, TUBA3C, UCHL1, PSMC3, SMARCE1, PAPPA, TUBA1A, YWHAH, TPM1, S100A10, YWHAB, HSPA4, TUBB3, HSPB1, TUBB4B, FBXO41, ATP5F1B, TPM3, TUBA4A, ATP5MG, HSPE1, HNRNPK, TPD52L2, TPM4, PSMA3, ACTA2, TXN, YWHAQ, USP14, YWHAE, MT-ND1, SUCLG2, ACTB, HNRNPF	-0.39871380452914756	<0.0001
148	DB01239	Chlorprothixene	For treatment of psychotic disorders (e.g. schizophrenia) and of acute mania occuring as part of bipolar disorders.	DRD1, CHRM4, HTR2A, CHRM5, DRD2, DRD3, HRH1, CHRM1, CHRM3, HTR1A, CHRM2	-0.38756869575595143	<0.0001
149	DB00608	Chloroquine	"Chloroquine is indicated to treat infections of _P. vivax_, _P. malariae_, _P. ovale_, and susceptible strains of _P. falciparum_.[L12051] It is also used to treat extraintestinal amebiasis.[L12051]

Chloroquine is also used off label for the treatment of rheumatic diseases,[A191655] as well as treatment and prophylaxis of Zika virus.[A191649,A191652] Chloroquine is currently undergoing clinical trials for the treatment of COVID-19.[A191631]"	HMGB1, GSTA2, ACE2, GSTM1, TNF, TLR9	-0.3768824971662022	<0.0001
150	DB11672	Curcumin	No approved therapeutic indications. 	VDR, ABCC5, GSTP1, PPARG, CBR1	-0.34893010828303894	<0.0001
151	DB00679	Thioridazine	For the treatment of schizophrenia and generalized anxiety disorder.	DRD1, HTR2A, DRD2, ADRA1B, ADRA1A, KCNH2	-0.34818412412901206	<0.0001
152	DB03374	3,5-Diiodotyrosine		PRSS1, IYD, PKIA, PRKACA	-0.3440982292603878	<0.0001
153	DB08846	Ellagic acid	Ellagic acid is being investigated for use in follicular lymphoma, brain injury in intrauterine growth restricted babies, obese adolescents, and solar lentigines.	CA1, CA12, CA14, CA4, CA9, SQLE, PRKCB, CA3, CA7, PRKACA, CA2, CA6, SYK, CSNK2A1, CA5A, CA5B, PRKCA	-0.334700083335898	<0.0001
154	DB02659	Cholic Acid	Oral cholic acid is indicated for: treatment of bile acid synthesis disorders due to single enzyme defects; and as adjunctive treatment of peroxisomal disorders including Zellweger spectrum disorders in patients who exhibit manifestations of liver disease, steatorrhea or complications from decreased fat soluble vitamin absorption. 	MT-CO2, FECH, COX6B1, COX7C, COX7B, FABP6, CES1, COX5B, MT-CO3, ESRRG, COX7A1, GPBAR1, COX6A2, NR1H4, COX5A, ADH1C, MT-CO1, COX6C, COX4I1, PLA2G1B, COX8A	-0.32778081490719785	<0.0001
155	DB00925	Phenoxybenzamine	For the treatment of phaeochromocytoma (malignant), benign prostatic hypertrophy and malignant essential hypertension.	ADRA2C, ADRA1B, ADRA1A, ADRA1D, ADRA2A, CALM1, ADRA2B, ADRB2	-0.32627376111228396	<0.0001
156	DB01645	Genistein	Currently Genistein is being studied in clinical trials as a treatment for prostate cancer.  	PTK2B, NCOA1, TOP2A, ESR1, ESRRA, CYP1B1, SHBG, NR1I2, AKT1, ESR2, ESRRB, GPER1, NCOA2	-0.3229941253422015	<0.0001
157	DB00734	Risperidone	"Risperidone is indicated for the treatment of schizophrenia and irritability associated with autistic disorder.[L12885] It is also indicated as monotherapy, or adjunctly with lithium or valproic acid, for the treatment of acute mania or mixed episodes associated with bipolar I disorder.[L12885]

Risperidone is additionally indicated in Canada for the short-term symptomatic management of aggression or psychotic symptoms in patients with severe dementia of the Alzheimer type unresponsive to nonpharmacological approaches.[L12906]

Risperidone is also used off-label for a number of conditions including as an adjunct to antidepressants in treatment-resistant depression.[A177226]"	HTR7, ADRA2C, DRD1, HTR2A, DRD2, ADRA1B, HRH1, ADRA1A, HTR2C, HTR1A, ADRA2B, HTR1D	-0.30421650910629355	<0.0001
158	DB01392	Yohimbine	Indicated as a sympatholytic and mydriatic. Impotence has been successfully treated with yohimbine in male patients with vascular or diabetic origins and psychogenic origins.	ADRA2C, HTR2A, HTR2B, DRD2, DRD3, HTR2C, ADRA2A, HTR1A, ADRA2B, HTR1B, HTR1D, KCNJ1	-0.30421650910629355	<0.0001
159	DB00908	Quinidine	For the treatment of ventricular pre-excitation and cardiac dysrhythmias	ADRA1B, ADRA1A, KCNK1, ADRA1D, KCNK6, KCNH2, SCN5A	-0.2986438726843892	<0.0001
160	DB00909	Zonisamide	For use as adjunctive treatment of partial seizures in adults with epilepsy.	SCN3A, CA4, MAOB, SCN4A, CA5B, CA14, SCN3B, SCN1A, CA10, CA6, SCN9A, CA13, SCN4B, CA1, CA8, CA12, SCN11A, CACNA1I, CA3, CACNA1H, CA2, CA7, CA11, SCN1B, CA5A, SCN2A, SCN5A, CA9, MAOA, SCN2B, CACNA1G	-0.2964785504361028	<0.0001
161	DB01103	Quinacrine	For the treatment of giardiasis and cutaneous leishmaniasis and the management of malignant effusions.	PLA2G6, PLCL1, PLA2G4A	-0.2865117489850622	<0.0001
162	DB01016	Glyburide	Glyburide is indicated alone or as part of combination product with metformin, as an adjunct to diet and exercise, to improve glycemic control in adults with type 2 diabetes mellitus.[L8120,L8123]	ABCA1, CPT1A, ABCC8, CFTR, ABCC9, TRPM4, ABCB11, KCNJ11	-0.2740839191471124	<0.0001
163	DB00191	Phentermine	"Phentermine is indicated, alone or in combination with topiramate, as a short-term adjunct, not pass a few weeks, in a regimen of weight reduction based on exercise, behavioral modifications and caloric restriction in the management of exogenous obesity for patients with an initial body mass index (BMI) greater than 30 kg/m2 or greater than 27 kg/m2 in presence of other risk factors such as controller hypertension, diabetes or hyperlipidemia.[FDA label]

Exogenous obesity is considered when the overweight is caused by consuming more food than the person activity level warrants. This condition commonly causes an increase in fat storage. It is an epidemic condition in the United States where over two-thirds of adults are overweight or obese and one in three Americans is obese. In the world, the incidence of obesity has nearly doubled.[A174391]"	SLC6A4, SLC6A2, MAOA, NPY, MAOB, SLC6A3	-0.26552202178317624	<0.0001
164	DB07841	Geranylgeranyl diphosphate		FNTA, GGPS1, PGGT1B, RABGGTB, FDPS, FNTB, RABGGTA	-0.24430888192913508	<0.0001
165	DB07780	Farnesyl diphosphate		FNTA, KRAS, FDPS, RABGGTB, GGPS1, FNTB, RABGGTA	-0.24430888192913508	<0.0001
166	DB01173	Orphenadrine	Indicated as an adjunct to rest, physical therapy, and other measures for the relief of discomfort associated with acute painful musculo skeletal conditions.	GRIN3A, SLC6A2, GRIN3B, HRH1, GRIN2D, GRIN1, SCN10A	-0.24156091372391167	<0.0001
167	DB00543	Amoxapine	For the relief of symptoms of depression in patients with neurotic or reactive depressive disorders as well as endogenous and psychotic depressions. May also be used to treat depression accompanied by anxiety or agitation.	HTR7, GABRA1, HRH4, HTR2B, SLC6A4, DRD3, HRH1, CHRM1, ADRA1A, HTR2C, HTR1A, DRD2, SLC6A2, HTR1B, HTR3A, SLC6A3, ADRA2A, DRD1, DRD4, HTR2A, HTR6	-0.2088506851716372	<0.0001
168	DB00363	Clozapine	For use in patients with treatment-resistant schizophrenia.	HTR7, HRH4, DRD3, HRH1, CHRM1, ADRA1A, HTR2C, HTR1A, ADRA2B, CHRM2, HTR1D, DRD2, CHRM3, HTR1B, HTR3A, CHRM4, ADRA1B, GSTP1, ADRA2A, HTR1E, CHRM5, DRD1, DRD4, ADRA2C, HTR2A, HTR6, CALY	-0.1940989535713732	<0.0001
169	DB00459	Acitretin	For the treatment of severe psoriasis in adults.	RXRG, RBP1, RXRB, RXRA, RARA, RARB, RARG	-0.18765741733946878	<0.0001
170	DB00246	Ziprasidone	In its oral form, ziprasidone is approved for the treatment of schizophrenia, as monotherapy for acute treatment of manic or mixed episodes related to bipolar I disorder, and as adjunctive therapy to lithium or valproate for maintenance treatment of bipolar I disorder.[L7342] The injectable formulation is approved only for treatment of acute agitation in schizophrenia.[L7342]	HTR7, DRD3, HRH1, CHRM1, ADRA1A, HTR2C, HTR1A, ADRA2B, CHRM2, HTR1D, DRD2, CHRM3, HTR1B, DRD5, HTR3A, CHRM4, HTR5A, ADRA1B, ADRA2A, HTR1E, CHRM5, DRD1, DRD4, ADRA2C, HTR2A, HTR6	-0.18728611028209927	<0.0001
171	DB00619	Imatinib	For the treatment of Philadelphia chromosome positive chronic myeloid leukemia (Ph+ CML), Ph+ acute lymphoblastic leukaemia, myelodysplastic/myeloproliferative diseases, aggressive systemic mastocytosis, hypereosinophilic syndrome and/or chronic eosinophilic leukemia (CEL), dermatofibrosarcoma protuberans, and malignant gastrointestinal stromal tumors (GIST).	CSF1R, PDGFRA, BCR, RET, ABL1, PDGFRB, KIT, NTRK1, DDR1	-0.16327531429726208	<0.0001
172	DB00408	Loxapine	For the management of the manifestations of psychotic disorders such as schizophrenia	HTR7, HRH4, DRD3, HRH1, SLC6A4, CHRM1, ADRA1A, HTR2C, HTR1A, ADRA2B, CHRM2, HTR1D, DRD2, SLC6A2, CHRM3, ADRB1, HTR1B, DRD5, HTR3A, SLC6A3, CHRM4, HTR5A, ADRA1B, ADRA2A, HTR1E, CHRM5, DRD1, ADRA2C, DRD4, HTR2A, HTR6, HRH2	-0.14828655936588286	<0.0001
173	DB00514	Dextromethorphan	Dextromethorphan is indicated in combination with [brompheniramine] and [pseudoephedrine] in the treatment of coughs and upper respiratory symptoms associated with allergies or the common cold.[L14366] Dextromethorphan is also used in combination with [guaifenesin] as an over-the-counter product to relieve a cough.[L14369] Dextromethorphan in combination with [quinidine] is indicated in the treatment of pseudobulbar affect.[L14363]	PGRMC1, GRIN3A, CHRNA3, CHRNB4, CHRNA2, CHRNA7, SIGMAR1, SLC6A4, SLC6A2, OPRK1, CHRNB2, CHRNA4, OPRD1, CYBB, OPRM1	-0.14619221060596865	<0.0001
174	DB00726	Trimipramine	For the treatment of depression and depression accompanied by anxiety, agitation or sleep disturbance	DRD1, HTR2A, HTR3A, DRD2, SLC6A2, SLC6A4, ADRA1B, HRH1, CHRM1, ADRA1A, HTR2C, ADRB1, ADRA2A, HTR1A, ADRA2B, HTR1D, SLC6A3	-0.13252629780362601	<0.0001
175	DB00783	Estradiol	"Estradiol is indicated in various preparations for the treatment of moderate to severe vasomotor symptoms and vulvar and vaginal atrophy due to menopause, for the treatment of hypoestrogenism due to hypogonadism, castration, or primary ovarian failure, and for the prevention of postmenopausal osteoporosis. It is also used for the treatment of breast cancer (only for palliation therapy) in certain men or women with metastatic disease, and for the treatment of androgen-dependent prostate cancer (only for palliation therapy).[L11485,L11494,L11497] It is also used in combination with other hormones as a component of oral contraceptive pills for preventing pregnancy (most commonly as [DB00977], a synthetic form of estradiol).

**A note on duration of treatment**

Recommendations for treatment of menopausal symptoms changed drastically following the release of results and early termination of the Women's Health Initiative (WHI) studies in 2002 as concerns were raised regarding estrogen use.[A31626] Specifically, the combined estrogen–progestin group was discontinued after about 5 years of follow up due to a statistically significant increase in invasive breast cancer and in cardiovascular events.[A31627] 

Following extensive critique of the WHI results, Hormone Replacement Therapy (HRT) is now recommended to be used only for a short period (for 3-5 years postmenopause) in low doses, and in women without a history of breast cancer or increased risk of cardiovascular or thromboembolic disease.[A31628] Estrogen for postmenopausal symptoms should always be given with a progestin component due to estrogen's stimulatory effects on the endometrium; in women with an intact uterus, unopposed estrogen has been shown to promote the growth of the endometrium which can lead to endometrial hyperplasia and possibly cancer over the long-term. 

"	ESR1, MT-ATP6, NR1I2, ESR2, CHRNA4, GPER1, BECN1	-0.1264804938693862	<0.0001
