	DrugBank_ID	DrugBank_Name	Indication	Targets	Proximity	FDR
67	DB00213	Pantoprazole	"
**Pantoprazole Injection**:

**Treatment of gastroesophageal reflux disease associated with a history of erosive esophagitis**

Pantoprazole for injection is indicated for short-term treatment (7-10 days) of patients having gastroesophageal reflux disease (GERD) with a history of erosive esophagitis, as an alternative to oral medication in patients who are unable to continue taking pantoprazole delayed-release tablets. _Safety and efficacy of pantoprazole injection as the initial treatment of patients having GERD with a history of erosive esophagitis have not been demonstrated at this time_.[FDA label]

**Pathological Hypersecretion Associated with Zollinger-Ellison Syndrome**

Pantoprazole for injection is indicated for the treatment of pathological hypersecretory conditions associated with Zollinger-Ellison Syndrome or other neoplastic conditions.[FDA label]

**Pantoprazole delayed-release oral suspension**:

**Short-Term Treatment of erosive esophagitis associated with gastroesophageal reflux disease (GERD)**

Indicated in adults and pediatric patients five years of age and above for the short-term treatment (up to 8 weeks) in the healing and symptomatic relief of erosive esophagitis. For adult patients who have not healed after 8 weeks of treatment, an additional 8-week course of pantoprazole may be considered. Safety of treatment beyond 8 weeks in pediatric patients has not been determined.[F3202]

**Maintenance of healing of erosive esophagitis**

Indicated for maintenance of healing of erosive esophagitis and reduction in relapse rates of daytime and nighttime heartburn symptoms in adult patients with GERD.[F3202]

**Pathological hypersecretory conditions including Zollinger-Ellison syndrome**

Indicated for the long-term treatment of the above conditions.[F3202]"	ATP4A, DDAH1	-1.1760918277422532	<0.0001
68	DB06152	Nylidrin	Nylidrin is mainly indicated in conditions like arteriosclerosis, cerebrovascular disease, peripheral vascular disease, Raynaud's disease, thrombo-angitis obliterans, and thrombophlebitis [L2285]. It may sometimes be used in the treatment of peripheral vascular disorders in addition premature labor (however, the drug is not approved for premature labor)[A32531].	IFNAR2, CACNA1I	-1.1622926041288804	<0.0001
69	DB08399	Piceatannol		ATP5F1C, ATP5F1A, ATP5F1B	-1.1488784256710927	<0.0001
70	DB00630	Alendronic acid	Alendronic acid is indicated for the treatment and prevention of osteoporosis in men and postmenopausal women, treatment of glucocorticoid-induced osteoporosis, and Paget's disease of bone[FDA Label][A959,A176750]. However, alendronic acid is not indicated for use in pediatric populations or patients with a creatinine clearance <35mL/min[FDA Label].	PTPN4, ATP6V1A, PTPRS, FDPS, PTPRE	-1.0594390400443403	<0.0001
71	DB00201	Caffeine	Caffeine is indicated for the short term treatment of apnea of prematurity in infants and off label for the prevention and treatment of bronchopulmonary dysplasia caused by premature birth.[T716,L9851] In addition, it is indicated in combination with sodium benzoate to treat respiratory depression resulting from an overdose with CNS depressant drugs.[L9899] Caffeine has a broad range of over the counter uses, and is found in energy supplements, athletic enhancement products, pain relief products, as well as cosmetic products.[T716,L9854,L9872]	PIK3CA, RYR1, ADORA2A, PDE1A, PDE4B, PRKDC, ADORA3, PIK3CD, ITPR1, ATM, ADORA1, PDE1B, ADORA2B, PIK3CB	-1.049779560541948	<0.0001
72	DB01428	Oxybenzone	Used as an ingredient in sunscreen and other cosmetics.	PGR, ESR1, ESR2, AR	-1.0354295052488678	<0.0001
73	DB00675	Tamoxifen	Tamoxifen is indicated to treat estrogen receptor positive metastatic breast cancer in adults, as an adjuvant in the treatment of early stage estrogen receptor positive breast cancer in adults, to reduce the risk of invasive breast cancer after surgery and radiation in adult women with ductal carcinoma in situ.[L7802]	ESRRG, KCNH2, EBP, SHBG, ESR2, MAPK8, NR1I2, AR, ESR1, PRKCA	-1.019774467326234	<0.0001
74	DB01013	Clobetasol propionate	Clobetasol propionate is indicated to treat moderate to severe plaque psoriasis[L11818,L118121,L11824] as well as inflammatory and pruritic manifestations of corticosteroid responsive dermatoses.[L11815,L11827]	ANXA1, NR3C2, NR3C1	-1.0077104198596674	<0.0001
75	DB12340	Navitoclax		BCL2L2, BCL2, BAD	-0.9955606307435455	<0.0001
76	DB00132	alpha-Linolenic acid	For nutritional supplementation and for treating dietary shortage or imbalance.	ELOVL5, RXRA, PPARD, FADS1, ELOVL2, PPARA, SLC8A1, NR1H4, FADS2, PPARG, TRPV1	-0.9875674221487266	<0.0001
77	DB08912	Dabrafenib	"Tafinlar is a kinase inhibitor that was initially indicated as a single agent for the treatment of patients with unresectable or metastatic melanoma with BRAF V600E mutation as detected by an FDA-approved test [FDA label].

Tafinlar in combination with [DB08911] is indicated for the treatment of patients with unresectable or metastatic melanoma with BRAF V600E or V600K mutations as detected by an FDA-approved test. The use in combination is based on the demonstration of durable response rate. Improvement in disease-related symptoms or overall survival has not been demonstrated for Tafinlar in combination with trametinib [FDA label].

In May 2018, Tafinlar (dabrafenib) and Mekinist ([DB08911]) have been approved in combination to treat anaplastic thyroid cancer caused by an abnormal BRAF V600E gene [L2712]."	SIK1, RAF1, LIMK1, BRAF, NEK11	-0.9672033135405066	<0.0001
78	DB01183	Naloxone	"Naloxone nasal sprays are indicated for the emergency treatment of an opioid overdose or suspected opioid overdose.[L33694] Intramuscular, intravenous, and subcutaneous injections are indicated for complete or partial reversal of opioid depression, diagnosis of known or suspected opioid overdose, and as an adjunct therapy in the treatment of septic shock.[L33739]

Sublingual tablets and films are formulated with [buprenorphine] for the treatment of opioid dependence.[L33714,L33719] Naloxone is also formulated with [pentazocine] as an oral tablet for severe pain.[L33744]

Naloxone has been used off-label for the treatment of neuraxial opioid-induced pruritus.[A234604]"	CREB1, OPRM1, OPRK1, CES1, OPRD1, TLR4, ESR1	-0.9513324530056728	<0.0001
79	DB00313	Valproic acid	"**Indicated** for:[Label] 

1) Use as monotherapy or adjunctive therapy in the management of complex partial seizures and simple or complex absence seizures. 

2) Adjunctive therapy in the management of multiple seizure types that include absence seizures. 

3) Prophylaxis of migraine headaches.

4) Acute management of mania associated with bipolar disorder.


**Off-label** uses include:
 
1) Maintenance therapy for bipolar disorder.[A177919]

2) Treatment for acute bipolar depression.[A177928,A177931,A177934]

3) Emergency treatment of status epilepticus.[A177955]"	HDAC2, OGDH, SCN1A, ALDH5A1, PPARA, ACADSB, HDAC9, PPARG, PPARD	-0.9310292941894284	<0.0001
80	DB06195	Seliciclib	Investigated for use/treatment in breast cancer, lung cancer, lymphoma (unspecified), multiple myeloma, leukemia (lymphoid), and cancer/tumors (unspecified).	CSNK1E, CDK1, CDK9, MAPK1, CDK2, MAPK3, CDK7	-0.9292600137477897	<0.0001
81	DB13956	Estradiol valerate	"Estradiol valerate is commercially available as an intramuscular injection as the product Delestrogen and is indicated for the treatment of moderate to severe vasomotor symptoms and vulvovaginal atrophy due to menopause, for the treatment of hypoestrogenism due to hypogonadism, castration or primary ovarian failure, and for the treatment of advanced androgen-dependent carcinoma of the prostate (for palliation only). 

Estradiol valerate is also available in combination with [DB09123] as the commercially available product Natazia used for the prevention of pregnancy and for the treatment of heavy menstrual bleeding."	ESRRG, NCOA2, MT-ATP6, ESR2, HSD17B2, NR1I2, ESR1, BECN1, GPER1, CHRNA4	-0.9254692005066271	<0.0001
82	DB03756	Doconexent	Used as a high-docosahexaenoic acid (DHA) oral supplement. 	RXRB, RXRG, PPARA, SREBF1, RXRA, PPARG	-0.923869316603996	<0.0001
83	DB07080	TO-901317		NCOA2, RXRB, NR1H3, NR1H2, NCOA1, NR1I2	-0.9226175436007319	<0.0001
84	DB08175	(2E,4E)-11-METHOXY-3,7,11-TRIMETHYLDODECA-2,4-DIENOIC ACID		NCOA2, RXRB, NR1H3	-0.9082511455291435	<0.0001
85	DB07863	2-chloro-5-nitro-N-phenylbenzamide		NCOA2, RXRA, PPARG	-0.9082511455291435	<0.0001
86	DB00374	Treprostinil	For use as a continuous subcutaneous infusion or intravenous infusion (for those not able to tolerate a subcutaneous infusion) for the treatment of pulmonary arterial hypertension in patients with NYHA Class II-IV symptoms to diminish symptoms associated with exercise.	P2RY12, PTGIR, PPARD	-0.8977130150017104	<0.0001
87	DB07859	4-(4-CHLOROPHENYL)-4-[4-(1H-PYRAZOL-4-YL)PHENYL]PIPERIDINE		AKT2, PRKACA, GSK3B, PKIA	-0.8657734476974611	<0.0001
88	DB08073	(2S)-1-(1H-INDOL-3-YL)-3-{[5-(3-METHYL-1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}PROPAN-2-AMINE		PRKACA, AKT2, GSK3B, PKIA	-0.8657734476974611	<0.0001
89	DB02116	Olomoucine		CDK2, CDK1, MAPK1, CDK5	-0.8267939624077485	<0.0001
90	DB08080	Latrunculin B		SPIRE2, MRTFA, ACTA1	-0.7909632740281921	<0.0001
91	DB01406	Danazol	For the treatment of endometriosis and fibrocystic breast disease (in patients unresponsive to simple measures). Also used for the prophylactic treatment of all types of hereditary angioedema in males and females.	PGR, GNRHR2, CCL2, GNRHR, AR, ESR1	-0.7637695722120651	<0.0001
92	DB00648	Mitotane	For treatment of inoperable adrenocortical tumours; Cushing's syndrome	PGR, AR, ESR1, CYP11B1, FDX1	-0.7637695722120651	<0.0001
93	DB00655	Estrone	For management of perimenopausal and postmenopausal symptoms.	SHBG, ESR2, AR, ESR1, CYP19A1	-0.7637695722120651	<0.0001
94	DB05294	Vandetanib	Vandetanib is currently approved as an alternative to local therapies for both unresectable and disseminated disease. Because Vandetanib can prolong the Q-T interval, it is contraindicated for use in patients with serious cardiac complications such as congenital long QT syndrome and uncompensated heart failure. 	PTK6, TEK, RET, EGFR, VEGFA	-0.7258190135258435	<0.0001
95	DB00412	Rosiglitazone	Rosiglitazone is indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus. 	ACSL4, RXRB, RXRG, PPARA, RXRA, PPARG, PPARD	-0.7246580094574108	<0.0001
96	DB01393	Bezafibrate	For the treatment of primary hyperlipidaemia types IIa, IIb, III, IV and V (Fredrickson classification) corresponding to groups I, II and III of the European Atherosclerosis Society guidelines - when diet alone or improvements in lifestyle such as increased exercise or weight reduction do not lead to an adequate response. Also for the treatment of secondary hyperlipidaemias, e.g. severe hypertriglyceridemias, when sufficient improvement does not occur after correction of the underlying disorder (e.g. diabetes mellitus).	RXRB, RXRG, PPARA, NR1I2, RXRA, PPARG, PPARD	-0.7246580094574108	<0.0001
97	DB00210	Adapalene	Adapalene is indicated for the topical treatment of acne vulgaris in patients aged 12 and over.[L12873]	RARB, RARA, RXRB, TLR2, RXRG, JUN, RXRA, RARG, GOT1	-0.7149684540498279	<0.0001
98	DB01645	Genistein	Currently Genistein is being studied in clinical trials as a treatment for prostate cancer.  	ESRRB, AKT1, NCOA2, SHBG, TOP2A, CYP1B1, ESR2, PTK2B, NCOA1, NR1I2, ESR1, GPER1, ESRRA	-0.6699086771380328	<0.0001
99	DB08059	Wortmannin		PLK1, PIK3CA, PIK3CG, PIK3R1	-0.64999988291178	<0.0001
100	DB07557	3,20-Pregnanedione		RXRA, NR1I3, NCOA1, AKR1D1	-0.6220204162704539	<0.0001
101	DB00159	Icosapent	EPA can be used for lowering elevated triglycerides in those who are hyperglyceridemic. In addition, EPA may play a therapeutic role in patients with cystic fibrosis by reducing disease severity and may play a similar role in type 2 diabetics in slowing the progression of diabetic nephropathy.	FABP7, ACSL4, FADS1, PTGS1, FFAR1, TRPV1, PPARA, PTGS2, SLC8A1, PPARG, PPARD	-0.5992158584949248	<0.0001
102	DB01782	Pyrazolanthrone		TTK, MAPK10, MAPK8IP1, MAPK8	-0.5163375968870563	<0.0001
103	DB04216	Quercetin		CSNK2A1, CYP1B1, RUVBL2, SF3B3, NR1I2, CEBPB, ACTB, HIBCH, EIF3F, SHBG, NQO2, ESR2, ESR1, ATP5F1C, HSP90AA1, UBA1, HCK, PIK3CG, UGT3A1, ATP5F1A, CSNK2B, PIM1, AHR, STK17B, HSPA2, CBR1, ATP5F1B	-0.5086530710029263	<0.0001
104	DB08896	Regorafenib	Regorafenib is indicated for the treatment of patients with metastatic colorectal cancer (CRC) who have been previously treated with fluoropyrimidine-, oxaliplatin- and irinotecan-based chemotherapy, an anti-VEGF therapy, and, if KRAS wild type, an anti-EGFR therapy. Regorafenib is also indicated for the treatment of patients with locally advanced, unresectable or metastatic gastrointestinal stromal tumour (GIST) who have been previously treated with imatinib mesylate and sunitinib malate. Regorafenib is also indicated for the treatment of patients with hepatocellular carcinoma (HCC) previously treated with sorafenib.[L16835]	PDGFRA, PDGFRB, RAF1, FGFR1, NTRK1, KIT, KDR, TEK, RET, FLT1, FLT4, BRAF, ABL1, FGFR2, DDR2, EPHA2, FRK, MAPK11	-0.48414356134184827	<0.0001
105	DB01234	Dexamethasone	Dexamethasone and [ciprofloxacin] otic suspension is indicated for bacterial infections with inflammation in acute otitis media and acute otitis externa.[L10698] Intramuscular and intravenous injections are indicated for a number of endocrine, rheumatic, collagen, dermatologic, allergic, ophthalmic, gastrointestinal, respiratory, hematologic, neoplastic, edematous, and other conditions.[L10701] Oral tablets are indicated for the treatment of multiple myeloma.[L10710] An intravitreal implant is indicated for some forms of macular edema and non-infectious posterior uveitis affecting the posterior of the eye.[L10719] Various ophthalmic formulations are indicated for inflammatory conditions of the eye.[L10704,L10707,L10713,L10716,L10722,L10725]	ANXA1, NR0B1, NOS2, NR1I2, NR3C1	-0.47547818794174235	<0.0001
106	DB00783	Estradiol	"Estradiol is indicated in various preparations for the treatment of moderate to severe vasomotor symptoms and vulvar and vaginal atrophy due to menopause, for the treatment of hypoestrogenism due to hypogonadism, castration, or primary ovarian failure, and for the prevention of postmenopausal osteoporosis. It is also used for the treatment of breast cancer (only for palliation therapy) in certain men or women with metastatic disease, and for the treatment of androgen-dependent prostate cancer (only for palliation therapy).[L11485,L11494,L11497] It is also used in combination with other hormones as a component of oral contraceptive pills for preventing pregnancy (most commonly as [DB00977], a synthetic form of estradiol).

**A note on duration of treatment**

Recommendations for treatment of menopausal symptoms changed drastically following the release of results and early termination of the Women's Health Initiative (WHI) studies in 2002 as concerns were raised regarding estrogen use.[A31626] Specifically, the combined estrogen–progestin group was discontinued after about 5 years of follow up due to a statistically significant increase in invasive breast cancer and in cardiovascular events.[A31627] 

Following extensive critique of the WHI results, Hormone Replacement Therapy (HRT) is now recommended to be used only for a short period (for 3-5 years postmenopause) in low doses, and in women without a history of breast cancer or increased risk of cardiovascular or thromboembolic disease.[A31628] Estrogen for postmenopausal symptoms should always be given with a progestin component due to estrogen's stimulatory effects on the endometrium; in women with an intact uterus, unopposed estrogen has been shown to promote the growth of the endometrium which can lead to endometrial hyperplasia and possibly cancer over the long-term. 

"	MT-ATP6, ESR2, NR1I2, ESR1, BECN1, GPER1, CHRNA4	-0.45330107731286223	<0.0001
107	DB12695	Phenethyl Isothiocyanate		ATP5MG, HSPA4, TUBB1, CYB5B, RANBP1, TPM1, MT-ND1, USP14, YWHAB, ACTB, PAPPA, TUBB3, SF3A3, SUCLG2, ACTA2, PSMC3, TPM3, TUBA3C, PSMA3, S100A10, TUBB4B, YWHAH, FBXO41, YWHAQ, TUBA4A, VCP, UCHL1, DIABLO, HSPE1, HSPB1, HNRNPK, YWHAZ, HSPH1, HNRNPF, SMARCE1, TPD52L2, VIM, NUDC, TXN, YWHAE, ATP5ME, TUBB2A, TPM4, TUBA1A, ATP5F1B	-0.4416205620179569	<0.0001
108	DB01241	Gemfibrozil	Gemfibrozil is indicated to treat patients with Types IV and V hyperlipidemia who have elevated serum triglycerides (usually above 2000mg/dL), elevated VLDL cholesterol, fasting chylomicrons, are at risk of developing pancreatitis, and do not adequately respond to dietary restrictions.[L8525] Gemfibrozil is also indicated to reduce the risk of developing coronary heart disease in patients with Type IIb hyperlipidemia without history or symptoms of coronary heart disease; who do not adequately respond to weight loss, diet, exercise, and other medications; and have low HDL, raised LDL, and raised triglycerides.[L8525]	SLCO1B3, SLC22A8, PPARA, SLCO1B1, SLCO2B1	-0.4113193722523199	<0.0001
109	DB02546	Vorinostat	For the treatment of cutaneous manifestations in patients with cutaneous T-cell lymphoma who have progressive, persistent or recurrent disease on or following two systemic therapies.	HDAC8, HDAC6, HDAC2, HDAC3, HDAC1	-0.4085496090933003	<0.0001
110	DB01103	Quinacrine	For the treatment of giardiasis and cutaneous leishmaniasis and the management of malignant effusions.	PLA2G6, PLA2G4A, PLCL1	-0.38102218701036983	<0.0001
111	DB07374	Anisomycin		RPL37, RPL11, RPL8, RPL23A, SNU13, RPL19, RSL24D1, RPL26L1, RPL23, RPL3, RPL13A, RPL15, RPL10L	-0.3704639294576921	<0.0001
112	DB02709	Resveratrol	Being investigated for the treatment of Herpes labialis infections (cold sores).	NR1I3, CSNK2A1, PTGS1, ITGB3, PTGS2, KHSRP, NR1I2, PI4K2B, SIRT1, NQO2, PPARA, ALOX15, ESR1, ITGA5, AKT1, YARS1, MTNR1B, ALOX5, SNCA, AHR, SLC2A1, MTNR1A, CLEC14A, APP, CBR1, PPARG	-0.36239798024529024	<0.0001
113	DB05266	Ibudilast	For the treatment of multiple sclerosis, asthma, and cerebrovascular disease.	PDE3A, PDE4B, PDE4C, PDE4A, PDE4D	-0.34386796077236814	<0.0001
114	DB04447	1,4-Dithiothreitol		CAMK2A, TRPM7, TPI1, ALDH1A1, GSTZ1, AXIN1, LGALS1, MSRA, HMGCR, PPIB	-0.3052020345687022	<0.0001
115	DB02266	Flufenamic acid		PTGS1, PPARA, PTGS2, AKR1C3, AR, PPARG	-0.28895445022107574	<0.0001
116	DB01041	Thalidomide	For the acute treatment of the cutaneous manifestations of moderate to severe erythema nodosum leprosum (ENL). Also for use as maintenance therapy for prevention and suppression of the cutaneous manifestations of ENL recurrence.	ORM1, TNF, NFKB1, PTGS2, FGFR2, CRBN	-0.28507844882437583	<0.0001
117	DB01254	Dasatinib	For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.	EPHB4, SRC, STAT5B, YES1, CSK, BCR, FGR, PDGFRB, MAPK14, LCK, BTK, ABL2, EPHA2, FYN, EPHA5, FRK, KIT, NR4A3, LYN, ABL1, HSPA8, PPAT, MAP3K20	-0.24645961579826614	<0.0001
118	DB00396	Progesterone	"**Gelatinized capsules**

The gelatinized capsules are indicated for use in the prevention of endometrial hyperplasia in non-hysterectomized postmenopausal women who are receiving conjugated estrogens tablets. They are also indicated for use in secondary amenorrhea [FDA label]. 

**Vaginal gel**

Progesterone gel (8%) is indicated as progesterone supplementation or replacement as part of an Assisted Reproductive Technology (“ART”) treatment for infertile women with progesterone deficiency.  The lower concentration progesterone gel (4%) is used in the treatment of secondary amenorrhea, with the use of the 8% concentration if there is no therapeutic response to the 4% gel [F3898].

**Vaginal insert**

This form is indicated to support embryo implantation and early pregnancy by supplementation of corpus luteal function as part of an Assisted Reproductive Technology (ART) treatment program for infertile women [F3901].

**Injection (intramuscular)**

This drug is indicated in amenorrhea and abnormal uterine bleeding due to hormonal imbalance in the absence of organic pathology, such as submucous fibroids or uterine cancer [F3907]. 

**Tablets, contraceptive**

The tablet form of progesterone in contraceptive formulations is indicated for the prevention of pregnancy [F3904]. "	PGR, ORM1, OPRK1, SHBG, CYP17A1, ESR2, NR3C2, AR, ESR1, NR3C1	-0.22044970613845996	<0.0001
119	DB01118	Amiodarone	"The FDA approved indications for amiodarone are recurrent ventricular fibrillation (VF)
and recurrent hemodynamically unstable ventricular tachycardia (VT). The FDA emphasizes that this drug should only be given in these conditions when they are clinically documented and have not responded to normal therapeutic doses of other antiarrhythmic agents, or when other drugs are not tolerated by the patient.[L3561]

Off-label indications include atrial fibrillation and supraventricular tachycardia.[A189666,A189720,A189723,L11286]"	KCNH2, ADRB1, PPARA, PPARGC1B, CACNA1C, CACNA1I, PPARG	-0.20155093448447275	<0.0001
120	DB00608	Chloroquine	"Chloroquine is indicated to treat infections of _P. vivax_, _P. malariae_, _P. ovale_, and susceptible strains of _P. falciparum_.[L12051] It is also used to treat extraintestinal amebiasis.[L12051]

Chloroquine is also used off label for the treatment of rheumatic diseases,[A191655] as well as treatment and prophylaxis of Zika virus.[A191649,A191652] Chloroquine is currently undergoing clinical trials for the treatment of COVID-19.[A191631]"	GSTA2, GSTM1, HMGB1, ACE2, TNF, TLR9	-0.19990557211518864	<0.0001
121	DB08901	Ponatinib	Ponatinib is indicated for the treatment of adult patients with chronic phase, accelerated phase, or blast phase chronic myeloid leukemia (CML) that is resistant or intolerant to prior tyrosine kinase inhibitor therapy or Philadelphia chromosome positive acute lymphoblastic leukemia (Ph+ALL) that is resistant or intolerant to prior tyrosine kinase inhibitor therapy.	PDGFRA, FGFR1, LCK, KIT, TEK, FLT3, RET, FGFR3, SRC, LYN, ABL1, FGFR4, KDR, FGFR2, BCR	-0.1987392667341997	<0.0001
122	DB07841	Geranylgeranyl diphosphate		PGGT1B, FNTA, FDPS, FNTB, RABGGTB, RABGGTA, GGPS1	-0.17690038305630076	<0.0001
123	DB03496	Alvocidib	Investigated for use/treatment in esophageal cancer, leukemia (lymphoid), lung cancer, liver cancer, and lymphoma (unspecified).	CDK1, CDK9, EGFR, CDK5, CDK2, CDK6, PYGM, CDK7, CDK4, PYGB, CDK8	-0.15380673709257695	<0.0001
124	DB00605	Sulindac	For acute or long-term use in the relief of signs and symptoms of osteoarthritis, rheumatoid arthritis, ankylosing spondylitis, acute painful shoulder (acute subacromial bursitis/supraspinatus tendinitis), and acute gouty arthritis.	AKR1B10, PTGDR2, PTGS1, PTGS2, MAPK3, AKR1B1, PPARD	-0.11154222465686868	<0.0001
125	DB00482	Celecoxib	"Celecoxib is indicated for symptomatic treatment of adult osteoarthritis (OA) and adult rheumatoid arthritis (RA).[L7646] Celecoxib is not a substitute for aspirin for cardiovascular event prophylaxis.[L7646] 

It may be also be used to treat acute pain from various sources, juvenile rheumatoid arthritis in children over 2, ankylosing spondylitis, and primary dysmenorrhea.[L7646]

Celecoxib, in combination with [tramadol], is indicated for the management of acute pain in adults severe enough to require an opioid analgesic and in whom alternative treatments are inadequate.[L38949]"	CDH11, PTGS2, CA3, CA2, PDPK1	-0.09905521689957536	<0.0001
